stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
Mekanisa,,node/7074326525,8.9733512,38.7315967,0
Abo Mazoria,,node/7074326526,8.9822244,38.7343058,0
Gate 2,,node/7074330387,8.9894962,38.8580841,0
Tena Tabeya,,node/7074330389,8.9942098,38.8605382,0
Condminium (Gate),,node/7074330391,8.9984544,38.8602323,0
Gomista,,node/7074330392,9.0014062,38.8573283,0
Summit (MOHA),,node/7074330394,9.0040839,38.8517162,0
Safari,,node/7074330397,9.0106601,38.8518265,0
Alemayehu,,node/7074330400,8.999474,38.820944,0
Alemayehu,,node/7074330401,9.0005663,38.8196821,0
Condominium,,node/7074330403,9.0050845,38.8095474,0
Ethio-china,,node/7074330407,9.026612,38.8287819,0
Kara,,node/7074330409,9.0403987,38.8643277,0
Chereta,,node/7074347184,9.0616842,38.7010211,0
Gerar,,node/7074353066,8.9813585,38.6894082,0
Sansusi,,node/7074387585,9.0714186,38.6891023,0
Kersa (2),,node/7074496216,9.0285405,38.6722328,0
Ashewa Meda,,node/7074496217,9.0326531,38.6653802,0
Ashewa Meda,,node/7074496218,9.0326414,38.6653823,0
United Bank (Ashewa Meda),,node/7074496219,9.0258997,38.6569665,0
St. Gebriel,,node/7074496221,9.027689,38.6515848,0
St. Gebriel,,node/7074496222,9.0276843,38.6515743,0
Gojo,,node/7074496225,9.0417975,38.6216778,0
Alem Bank,,node/7074504387,9.0010346,38.6776598,0
Ayer Tena,,node/7074504388,8.9831093,38.6982193,0
Bethel,,node/7074504390,9.0045877,38.6944335,0
Mewcha,,node/7074504391,9.0139079,38.7053132,0
Mendida,,node/7074504392,9.0149626,38.7004735,0
Lideta Kefetega Firdbet,,node/7074541084,9.0116457,38.7326808,0
Sefera Square,,node/7074561389,8.9249315,38.7341804,0
Haile Garment,,node/7074561391,8.9368661,38.7363202,0
Mebrathile (EEPCo),,node/7074561392,8.9493593,38.7334502,0
Hana Mariam,,node/7074561393,8.9309368,38.7544146,0
Meskelgna,,node/7074561395,8.95299,38.7448233,0
Piassa Arada,,node/7074585943,9.0357438,38.7514315,0
Arat Kilo,,node/7074585944,9.0324015,38.7633143,0
Beklo Bet (Global),,node/7074599697,8.9953761,38.759835,0
Dembel City Center,,node/7074691520,9.0055741,38.7672511,0
Mexico,,node/7074707878,9.010735,38.7471393,0
ERA Office (Big Mak),,node/7074707880,9.0127963,38.7478601,0
St. Estifanos Church,,node/7074707883,9.0124825,38.7628296,0
Mamo (NFSL TVET),,node/7074819178,8.9725713,38.7607684,0
Kadisco,,node/7074841187,8.9310399,38.7585063,0
Kality Maseltegna,,node/7074841188,8.9339802,38.7643672,0
Teklehaimanot,,node/7074921333,9.0291868,38.7442895,0
Berbere Tera,,node/7074921334,9.0266712,38.7406481,0
Dildiy Mariam,,node/7075101457,8.9585362,38.7498569,0
Kera (Gofa Stop),,node/7075101459,8.9837158,38.7497528,0
Tor Hailoch,,node/7075129253,9.009717,38.7208842,0
Torhayloch,,node/7075129254,9.0117428,38.7207996,0
Tor Hailoch,,node/7075129255,9.0117788,38.7222467,0
Riche,,node/7076294502,9.0043941,38.7588986,0
Kadisco,,node/7076294504,8.9638868,38.7633289,0
Flamingo,,node/7076294505,9.0089349,38.7646677,0
Condminium (Gate),,node/7076294507,8.9984013,38.8601035,0
Sara Ampol (Gedera),,node/7076294508,9.0571285,38.8738883,0
Shero Meda,,node/7076294510,9.0622823,38.7612538,0
Shiromeda Selassie,,node/7076294515,9.0692159,38.7607132,0
Shero Meda,,node/7076294516,9.0618235,38.7613887,0
Shero Meda,,node/7076310931,9.0626379,38.7612397,0
Medhanialem,,node/7077424942,9.0507372,38.7619991,0
Ambassador,,node/7077601626,9.0163885,38.7551039,0
Kara Condominium,,node/7077785206,9.0479009,38.8692642,0
Kara Condominium,,node/7077785209,9.0480304,38.8695121,0
Autobis Tera (2),,node/7077863009,9.031811,38.7325536,0
Tropical,,node/7077863010,8.9960545,38.6833448,0
Alem Bank,,node/7077863012,9.0003767,38.6779208,0
Tropical,,node/7077863014,8.9965876,38.6830207,0
Bethel,,node/7077863016,9.004479,38.6941906,0
Mendida,,node/7077863017,9.0151128,38.7004836,0
Abinet,,node/7077863018,9.019638,38.7327417,0
Sebategna,,node/7077863019,9.0280905,38.7329768,0
Mexico,,node/7078164250,9.0088714,38.7440208,0
Haile Garment,,node/7078164251,8.9381825,38.7349155,0
Mekanisa,,node/7078164254,8.9729343,38.7311018,0
Abo Mazoria,,node/7078164255,8.9820586,38.7345326,0
Mexico,,node/7078164256,9.0088201,38.7437936,0
Autobis Tera (1),,node/7078406225,9.0330269,38.7323925,0
Zenebework,,node/7078406227,8.9876369,38.7090191,0
Ayer Tena,,node/7078406228,8.9822919,38.6949214,0
Kara Kore,,node/7078406231,8.9755975,38.6817556,0
Repi (Gerar),,node/7078406237,8.9795411,38.6853377,0
Zenebework (Crossing),,node/7078406238,8.9852814,38.7051886,0
3 Kutir Mazoriya (Total),,node/7078406239,8.992776,38.715946,0
Condominium,,node/7080251773,9.0049451,38.8100534,0
Goro School,,node/7080251774,8.993889,38.8268744,0
Anbessa Garage,,node/7080251776,9.0071789,38.8056204,0
Estifanos,,node/7080440194,9.0110028,38.76366,0
BAMBIS,,node/7080440195,9.0104866,38.7690578,0
St. Urael Church,,node/7080440196,9.0115088,38.7752996,0
Lex Plaza,,node/7080440197,9.0147285,38.7823039,0
22 (Haya Hulet),,node/7080440198,9.0164226,38.7896417,0
Megenagna,,node/7080440200,9.0194097,38.8004816,0
Megenagna,,node/7080440203,9.019032,38.8005914,0
Lem Hotel,,node/7080440204,9.0177169,38.7955696,0
22 (Haya Hulet),,node/7080440205,9.0162149,38.7896635,0
BAMBIS,,node/7080440206,9.0102033,38.7694936,0
Mexico,,node/7080440208,9.0104304,38.7467585,0
Mexico,,node/7080527282,9.0098462,38.7462899,0
Kera,,node/7080527284,8.9863213,38.7487773,0
Mebrat,,node/7080611085,8.96688,38.7487535,0
Mexico Shebelle Hotel,,node/7080611091,9.0120423,38.746773,0
Autobis Tera,,node/7080893993,9.034717,38.732023,0
Pastor,,node/7080893994,9.0460782,38.7306587,0
Winget,,node/7080893995,9.0560646,38.713458,0
Chereta,,node/7080893996,9.0613645,38.7009781,0
Sansusi,,node/7080894001,9.0715888,38.6891732,0
5 Kilo (History Museum),,node/7081034796,9.0385658,38.7624277,0
Abo Mazoriya,,node/7081034797,9.0574672,38.7785478,0
Education Bureau (6 Kilo),,node/7081034799,9.0441923,38.7640045,0
Total (Dil Ber),,node/7084255331,9.0648091,38.732915,0
Piassa Arada,,node/7084255333,9.0341775,38.7533521,0
Addisu Gebeya,,node/7084255334,9.0594855,38.7374497,0
Tsion Cafe (Addisu Gebeya),,node/7084255335,9.0638908,38.733166,0
Total (Dil Ber),,node/7084255336,9.0653883,38.7327389,0
Ummar School,,node/7084722454,9.0337517,38.7405402,0
Autobis Tera (3),,node/7084722456,9.0341036,38.7337992,0
Gojam Berenda (Tefera Buillding),,node/7084722457,9.0341305,38.7418327,0
Dej. Wube (Ras Abebe School),,node/7084722458,9.0404538,38.7533374,0
Wube Bereha,,node/7084722459,9.0440672,38.7544994,0
Sebategna (Taem Bakery),,node/7084873006,9.0274958,38.7332661,0
MOHA (Pepsi Factory),,node/7084873011,8.9824212,38.7560749,0
Kera (Saris Stop),,node/7084873013,8.9844206,38.7509324,0
Guenet Hotel (Orbis),,node/7084873014,9.002055,38.7469466,0
St. Lideta Church,,node/7084873015,9.0111972,38.736541,0
Abenet (Joshansen),,node/7084873016,9.0192478,38.733649,0
Canada Embassy,,node/7084932737,8.9951157,38.7373207,0
Mechare Meda,,node/7084932738,8.9973163,38.7311778,0
Bisrate Gebrael,,node/7084932739,8.9892732,38.7239615,0
Zenebework (Crossing),,node/7084932740,8.9850622,38.705264,0
Ayer Tena,,node/7084932741,8.9838449,38.6961239,0
Kidane Mihret (Roundabout),,node/7084932742,8.9917639,38.6887357,0
Kidane Mihret (2),,node/7084932743,8.9910254,38.690106,0
Augusta Bridge (Tor Hailoch),,node/7084932745,9.0056187,38.7185689,0
Mexico,,node/7084932747,9.0114539,38.7445753,0
Goro Roundabout,,node/7098810331,8.9839859,38.8285018,0
Kotebe Shet',,node/7098810332,8.9678887,38.8370059,0
Bole Lemi,,node/7098810333,8.9585287,38.8352869,0
Endorro 2,,node/7098810334,8.9405669,38.8219339,0
Kilinto Right (Heniken),,node/7098810335,8.9007946,38.8152364,0
Koye Feche 4,,node/7098810336,8.8947925,38.8240221,0
Koye Feche 2,,node/7098810338,8.896302,38.8313712,0
Koye Feche,,node/7098810339,8.9045894,38.8270083,0
Goro Roundabout,,node/7098810340,8.9837967,38.8289328,0
Kotebe Shet',,node/7098810341,8.9678046,38.8374461,0
Bole Lemi,,node/7098810342,8.9573187,38.8354629,0
Endorro 2,,node/7098810343,8.9393928,38.8217947,0
Endorro 1,,node/7098810344,8.9307029,38.820007,0
kilinto (Heniken Brewery),,node/7098810345,8.9005132,38.8155747,0
Gurd-shola,,node/7098833728,9.0192718,38.8196082,0
Civil Service College,,node/7098833729,9.021924,38.8331381,0
St. Michael,,node/7098833730,9.021617,38.8400876,0
Sunshine Apartments,,node/7098833731,9.0193173,38.8524287,0
Gomista,,node/7098833732,9.0019915,38.8575794,0
Hasset Photo,,node/7098833735,8.9918735,38.8588022,0
Sunshine Apartments,,node/7098833736,9.0190988,38.8521013,0
CMC (Apartments),,node/7098833737,9.0208488,38.8504565,0
St. Michael,,node/7098833738,9.0213567,38.8401568,0
Merkato,,node/7102193971,9.0337594,38.7312293,0
Mesalemia (Area Police),,node/7102193972,9.0338552,38.7254909,0
Luwkanda,,node/7102193973,9.0332635,38.7086533,0
Comprensive,,node/7102193974,9.0338494,38.7049566,0
Gefersa,,node/7102193975,9.031909,38.642409,0
Gojo (Kela),,node/7102193976,9.0563274,38.6117467,0
Gojo (Kela),,node/7102193977,9.0560454,38.6120244,0
Gefersa (2),,node/7102193978,9.0375371,38.6265192,0
Gefersa,,node/7102193979,9.0356795,38.6329501,0
Ashewa Meda (1),,node/7102193980,9.0328635,38.6674596,0
Kersa (1),,node/7102193981,9.0286003,38.6760437,0
Feli Doro (2),,node/7102193982,9.0343761,38.687173,0
Mesalemia,,node/7102193983,9.0344498,38.7244946,0
Merkato,,node/7102269985,9.0338637,38.7312074,0
Ayer Tena,,node/7103202615,8.9821491,38.6977085,0
German Bridge,,node/7103202616,8.9647174,38.7316085,0
Mebrathile (EEPCo),,node/7103202617,8.9470109,38.7342372,0
Saris Abo,,node/7103202619,8.9444277,38.7692016,0
Saris Abo,,node/7103202620,8.944353,38.7666082,0
Kality Maseltegna,,node/7103202621,8.9336411,38.7645892,0
Mickael Bridge,,node/7103202623,8.9653607,38.72738,0
Bel Air,,node/7104888674,9.0323651,38.7729637,0
CMC (Apartments),,node/7105158906,9.0211237,38.8506098,0
Tafo Condominium 2,,node/7105158907,9.0462589,38.8774831,0
Tafo Condominium 1,,node/7105158908,9.0502639,38.8775457,0
Mebrat (Lafto),,node/7105268824,8.9593839,38.7490031,0
Dildiy Mariam,,node/7105268825,8.9587047,38.7497551,0
Lafto (Mickael),,node/7105268826,8.9537745,38.7504407,0
Lafto (Primary School),,node/7105268830,8.9558865,38.7450783,0
Post Office (Ambassador),,node/7105398617,9.0185243,38.7534558,0
6 Kilo,,node/7105398618,9.0462,38.761425,0
Teferi Mekonen,,node/7105398619,9.0522977,38.7623138,0
Marathon Motor (Megenagna),,node/7105584907,9.022269,38.7999868,0
Arat Kilo,,node/7105584908,9.0332665,38.762507,0
Piassa Arada,,node/7105584909,9.0341288,38.7532588,0
Arat Kilo,,node/7105584911,9.0332715,38.7625094,0
Abebe Sook,,node/7105584912,9.0289345,38.7888307,0
Abune Petros,,node/7105840324,9.0358919,38.7492708,0
Yohannes,,node/7105840325,9.0424895,38.745898,0
Arbegnoch Primary School,,node/7105840326,9.0472271,38.7421685,0
Enqulal Fabrica,,node/7105840327,9.0485317,38.7376837,0
Yohannes,,node/7105840330,9.0434044,38.7450108,0
Enqulal Fabrica,,node/7105840331,9.0481067,38.7373533,0
Sefera,,node/7107670562,8.9209077,38.7350358,0
Mebrathile (EEPCo),,node/7107670563,8.94963,38.7332384,0
Mekanisa Abo,,node/7107670564,8.9829863,38.7341183,0
Jemmo 2,,node/7107789218,8.9606298,38.6879228,0
Piassa (Downtown Cafe),,node/7107789219,9.0319297,38.7511477,0
Jemmo 2,,node/7107789220,8.9605732,38.6878636,0
Kera,,node/7108224469,8.9860956,38.7483037,0
6th (Raddison Blu),,node/7110438104,9.0166264,38.7675202,0
Kazanchis (6th),,node/7110438105,9.0171928,38.7701955,0
Aware Roundabout,,node/7110438106,9.0231177,38.7758778,0
Signal,,node/7110438107,9.0234853,38.7815333,0
Dinberwa Hospital,,node/7110438108,9.0221973,38.7867845,0
Lem Hotel,,node/7110438109,9.0212061,38.7940254,0
Lamberet (Queens),,node/7110438110,9.022362,38.8157252,0
Kotebe 01,,node/7110438111,9.0348925,38.8281186,0
Kotebe 01,,node/7110438113,9.0349074,38.8281855,0
Shola (United Bank),,node/7110438114,9.0217059,38.7948696,0
Sumeya Mosque,,node/7110438115,9.021194,38.792498,0
Signal,,node/7110438116,9.023369,38.7815645,0
Addis Sefer (Overpass),,node/7110725240,8.9572931,38.7673729,0
Bole Mickael (2),,node/7110725241,8.9799499,38.7723221,0
Bole Bridge,,node/7110725242,8.9867261,38.7903601,0
MOENCO,,node/7110725243,8.9948785,38.7957512,0
Anbessa Garage,,node/7110725245,9.0077883,38.8030776,0
Anbessa Garage,,node/7110725247,9.0076034,38.8032793,0
Emperial Hotel,,node/7110725248,9.0037859,38.8009424,0
Bole (Bora Amusement),,node/7110725250,8.9910225,38.7947105,0
Bole Mickael (2),,node/7110725251,8.9795995,38.7721474,0
Addis Sefer,,node/7110725252,8.9603711,38.7676814,0
Kality (Correctional Facility),,node/7110725254,8.9234126,38.7648588,0
Kality Meneharia,,node/7110725256,8.8959395,38.7718808,0
Arat Kilo,,node/7111821010,9.0354591,38.7588358,0
Piassa (EPPCO),,node/7111821011,9.0325113,38.7538404,0
Autobis Tera,,node/7111821013,9.0317457,38.7374552,0
Autobis Tera,,node/7111821015,9.0302352,38.7372851,0
Dinberwa Hospital (1),,node/7111821016,9.0216842,38.7887833,0
Chid Tera,,node/7112123457,9.0374493,38.721592,0
Mebrathail,,node/7112123458,9.0294949,38.7149359,0
Kolfe Keranyo,,node/7112123459,9.0173854,38.7177803,0
Keranio Bridge,,node/7112123460,9.0193846,38.708993,0
Kolfe Keranyo,,node/7112123462,9.0170237,38.7176821,0
Abysinia Coffee,,node/7112123463,9.0370321,38.7163686,0
Chid Tera,,node/7112123464,9.0376714,38.7208971,0
Old Airport (Mobil),,node/7112215078,8.9998854,38.7188624,0
Minaye (Shoa Supermarket),,node/7112215079,9.008471,38.7196192,0
Holand,,node/7112215080,9.0208524,38.7158287,0
18 Mazoria (Atena Tera),,node/7112215081,9.0361682,38.7141478,0
Atena Tera,,node/7112215082,9.0409736,38.7125982,0
Winget TVET,,node/7112215083,9.0491202,38.7116581,0
Winget,,node/7112215084,9.0555289,38.7124575,0
Winget,,node/7112280388,9.0554541,38.7127274,0
Winget TVET,,node/7112280389,9.0494004,38.7117843,0
kolfe (Atena Tera),,node/7112280390,9.0448145,38.7122352,0
Atena Tera,,node/7112280391,9.0414434,38.712721,0
18 Mazoria (Atena Tera),,node/7112280392,9.0362317,38.7143961,0
Meseret Edget,,node/7112280393,9.0244809,38.7152453,0
Augusta Bridge (Tor Hailoch),,node/7112280394,9.0056155,38.7188519,0
Mahiber Betoch,,node/7112648156,8.8596281,38.8146269,0
Project 12 Akababi,,node/7112648157,8.865212,38.8210444,0
G7 (Tulu Dimtu),,node/7112648158,8.8701237,38.8204129,0
Belay Ab Moters,,node/7112648159,8.871336,38.7965426,0
Gelan Condominium,,node/7112648160,8.8797273,38.779459,0
Kality Total,,node/7112648161,8.894811,38.7728422,0
Akaki Subcity Office (Menaheria),,node/7112648162,8.8973286,38.770309,0
Kality (Correctional Facility),,node/7112648163,8.9224149,38.7641522,0
Techtra Engineering,,node/7112648164,8.9281178,38.7676362,0
Adey Abeba,,node/7112648165,8.9572677,38.7637599,0
Kality Maseltegna,,node/7112648166,8.9323914,38.7669427,0
Wehalemat,,node/7112648167,8.9298175,38.768315,0
Awash Bank (Akaki Kality),,node/7112648168,8.8837788,38.7768426,0
Gelan Condominium,,node/7112648169,8.8799589,38.7793211,0
Belay Ab Moters,,node/7112648170,8.8716847,38.7963837,0
TAF Oil (Tulu Dimtu),,node/7112648172,8.8705655,38.8091005,0
Teklehaymanot,,node/7112755338,9.0278217,38.7439418,0
Autobis Tera,,node/7112755340,9.0314996,38.7376384,0
Autobis Tera,,node/7112755342,9.0308454,38.7381207,0
Meteorology,,node/7112755343,9.0194238,38.7468282,0
Girum Hospital,,node/7113004009,9.0462468,38.7199737,0
Ras Hailu (Medhanialem),,node/7113004010,9.0509733,38.7211613,0
Awolia,,node/7113004011,9.0572551,38.7114101,0
Bercheko Fabrica (Asko),,node/7113004012,9.0640587,38.6983516,0
Gulele,,node/7113004013,9.0598807,38.70588,0
Ras Hailu (Medhanialem),,node/7113004014,9.0507813,38.7210939,0
Woreda 7 TVET,,node/7113004015,9.040909,38.7212829,0
Chid Tera,,node/7113004016,9.0380466,38.7213725,0
Autobis Tera,,node/7113004018,9.0312199,38.7365754,0
Michael (2),,node/7113004020,9.0426217,38.73268,0
Pawlos Hospital (Saba Mosque),,node/7113004021,9.0485205,38.7261371,0
Anbessa Garage (Shegole),,node/7113004022,9.0643796,38.7205811,0
Shegole (Mender 7),,node/7113004024,9.0641379,38.7266132,0
Shegole (Mender 7),,node/7113004026,9.0641466,38.726699,0
Hassen & Hussein Mosque (Shegole),,node/7113004027,9.0589167,38.7189551,0
Shegole Bank,,node/7113004028,9.0548351,38.7198445,0
Michael,,node/7113004029,9.0409541,38.7321449,0
Eyesus,,node/7113158623,9.0652655,38.7712666,0
Gurd Shola,,node/7123180297,9.0189315,38.8201425,0
4 Kilo Minilik School,,node/7214490240,9.0351361,38.7629695,0
Kality Menaheriya,,node/7214490241,8.8967488,38.7708485,0
Holeta,,node/10672522047,9.0675662,38.497947,0
Sademo,,node/10672522056,9.065884,38.53199,0
Cheshire Ethiopia,,node/10672522057,9.0712731,38.5920589,0
Delta Fuel Station,,node/10672721751,8.8504983,38.8085926,0
Sidama Awash NOC,,node/10672739809,8.8412588,38.8243789,0
Atlas Resort,,node/10672739811,8.8314833,38.8396009,0
ODDA Fuel Station,,node/10672739815,8.8447465,38.818065,0
3 Kutir (TZNA Area),,node/10672961242,8.9943894,38.717673,0
Lideta High Court,,node/10672961244,9.0117316,38.7335924,0
Ayer Tena,,node/10750378219,8.9839135,38.7024743,0
St. Estifanos,,node/10766121864,9.0125659,38.7626278,0
Place Parking (Gibi Gebriel),,node/10766121867,9.0214342,38.7641345,0
Wollo Sefer,,node/10766121869,8.9944147,38.7743234,0
Bole Mikael,,node/10766121871,8.9812653,38.7761469,0
kality Maseltegna,,node/10766121873,8.9321192,38.7670877,0
kality Meneharia,,node/10766121874,8.8957067,38.7721261,0
Bole Roundabout,,node/10766454594,8.9867247,38.7908923,0
German Square,,node/10768858714,8.965437,38.7341844,0
Gofa Camp,,node/10768858715,8.97192,38.7420458,0
African Union,,node/10768858718,9.003043,38.7411322,0
Autobis Tera,,node/10768858719,9.0296254,38.7370315,0
Guenet Hotel (Orbis),,node/10768858720,9.0026517,38.7470064,0
German Square,,node/10768858723,8.9651822,38.7340469,0
Arat Kilo,,node/10781643821,9.0322896,38.7650098,0
4 kilo (Children Theatre),,node/10781643822,9.0328365,38.7666152,0
Bel Air,,node/10781643823,9.0325481,38.7736753,0
Kebena,,node/10781643824,9.0344084,38.7768069,0
Kokebe Tsebah (Kebena),,node/10781643825,9.0350794,38.7794124,0
Kenya Embassy (Kebena),,node/10781643826,9.0324942,38.7823515,0
British Embassy,,node/10781643827,9.0309005,38.785575,0
Abebe Sook,,node/10781643828,9.0289673,38.7888226,0
Shola (Yeka Court),,node/10781643829,9.0251295,38.7947497,0
Shola Abyssinia Bank,,node/10781643830,9.0232585,38.7984062,0
Megenagna (Marathon Motors),,node/10781643831,9.0224046,38.7997354,0
Megenagna,,node/10781643832,9.0208971,38.8010368,0
Abebe Sook,,node/10781844855,9.0287927,38.788672,0
British Embassy,,node/10781844856,9.0313214,38.7843424,0
5 Kilo St. Mary,,node/10781844857,9.038677,38.7623866,0
Kenya Embassy (Kebena),,node/10781844861,9.032679,38.7826601,0
Yeka 03,,node/10823916391,9.0381854,38.8773834,0
kality Maseltegna,,node/10842065103,8.9358559,38.7646885,0
Bole Cargo,,node/10842129019,8.9834477,38.7819099,0
Kality Menaheria,,node/10842129023,8.8973782,38.7704449,0
Derartu,,node/10842129027,8.8869211,38.7821218,0
Kality Total,,node/10842129029,8.8948904,38.7729402,0
Kality Gebriel,,node/10842129048,8.9093265,38.7645559,0
Sheger building,,node/10842129055,8.9192813,38.7635639,0
Bulgaria,,node/10842129057,8.9947898,38.7477478,0
Tele Garage,,node/10842129060,9.0000494,38.758701,0
Adey abada,,node/10842129066,8.9571801,38.7640108,0
Kality Cheralia,,node/10842129088,8.9068482,38.7654586,0
Lancha,,node/10842129090,8.9906489,38.7593009,0
Kera,,node/10842129105,8.9875165,38.7486365,0
Agona,,node/10842129106,8.9867627,38.7599766,0
Riche,,node/10842129112,9.0041803,38.7588933,0
Wuhalimat,,node/10842129139,8.9295931,38.7683276,0
Saris Abo,,node/10845731580,8.9441872,38.7666459,0
Legehar,,node/10845731581,9.0120319,38.7544517,0
Kality Customs,,node/10845731583,8.9380577,38.7631799,0
Gojam Berenda,,node/10845731584,9.0342603,38.7378007,0
Gojam Berenda,,node/10845731585,9.0343553,38.7381021,0
Autobus Tera,,node/10845731590,9.0343246,38.734431,0
Beg Tera,,node/10845731593,8.9970419,38.7476261,0
Beg Tera,,node/10845731602,8.9968163,38.7475303,0
Bulgaria,,node/10845749005,8.9937615,38.7479845,0
Tulu Dimtu,,node/10886135789,8.8738791,38.8202354,0
Bole Bridge,,node/10899278324,8.9885561,38.7897689,0
Friendship Building,,node/10899278325,8.9908062,38.7840796,0
Bole Arabsa,,node/10926028112,8.9726305,38.8904415,0
Kality Meneharia,,node/11033818190,8.8954024,38.7722516,0
Kality Maseltegna,,node/11033818192,8.9361073,38.7642175,0
AU (Mikael) Rounrdabout,,node/11033818193,8.9994656,38.7406449,0
Mexico,,node/11033818195,9.0089885,38.7438741,0
Mexico,,node/11033818196,9.0089241,38.7440373,0
Bulgaria Mazoria,,node/11033818197,8.9945922,38.7474194,0
Autobis Tera,,node/11033818199,9.0316048,38.7373077,0
Autobis Tera,,node/11033818200,9.0299591,38.7377146,0
Kera,,node/11033903482,8.9864921,38.7483364,0
Saris Abo,,node/11034015157,8.9450004,38.7661144,0
Piassa Arada,,node/11034015158,9.0331054,38.7522899,0
Autobis Tera,,node/11034031010,9.03055,38.7370369,0
Shero Meda,,node/11034031011,9.0626384,38.7612633,0
Tsehay Chora (ShiroMeda),,node/11034031012,9.0583756,38.7598757,0
Abune Petros,,node/11034031013,9.0351037,38.7493262,0
Kuskoam,,node/11034054993,9.0777204,38.7572407,0
Arat Kilo,,node/11034209866,9.0321373,38.7654122,0
Kara Kore,,node/11034280233,8.9753965,38.6806691,0
Ayer Tena,,node/11034280234,8.9825611,38.6960927,0
Kara Kore,,node/11034280236,8.9753861,38.6805349,0
Lion Zoo (PEPSI Kiosk),,node/11034427397,9.0426561,38.7614325,0
Abo Mazoriya,,node/11034427398,9.0571131,38.777181,0
Yeha,,node/11034427399,9.0608545,38.7835816,0
Gurara,,node/11034427400,9.0622785,38.7880233,0
Gurara,,node/11034427401,9.0624066,38.7888027,0
Saris,,node/11034511605,8.9535755,38.7634093,0
Saris,,node/11034511606,8.9535945,38.7636248,0
Autobis Tera,,node/11034611751,9.0296904,38.7371486,0
Megenagna,,node/11034647605,9.0221498,38.8004821,0
Torhailoch,,node/11035234709,9.0115667,38.7220211,0
Chid Tera,,node/11035240260,9.0376857,38.7214866,0
Ayer Tena,,node/11035502832,8.9837379,38.6971291,0
Ayer Tena,,node/11035502833,8.9836981,38.7015659,0
Bisrate Gebrael,,node/11035532608,8.9914198,38.7255627,0
Zenebewerk Hotel,,node/11035607129,9.0191017,38.7682089,0
Estifanos,,node/11035607130,9.0107497,38.7636411,0
Lideta Condominium,,node/11035607131,9.0109263,38.7386025,0
Zenebework,,node/11035662205,8.9882771,38.7080773,0
Darmar,,node/11035734852,9.0165403,38.7377271,0
Hana Maryam,,node/11035734855,8.9270084,38.7418753,0
Bercheko Condominium,,node/11035818337,9.058672,38.700756,0
Alem Gena,,node/11035914858,8.9231915,38.6529741,0
Noc,,node/11035914859,8.9494175,38.6701962,0
Noc,,node/11035914860,8.9490541,38.6699835,0
Welete Tele,,node/11035914861,8.9665643,38.6732105,0
Welete,,node/11035914862,8.9635929,38.6708945,0
Weleta,,node/11035914863,8.9641803,38.6707668,0
Weleta Tele,,node/11035914864,8.9666144,38.6731872,0
Ayer Tena,,node/11035914865,8.9834038,38.6967597,0
Ayer Tena,,node/11035914869,8.9825038,38.6960161,0
Kara,,node/11036026882,9.0404548,38.8642175,0
Saris Abo,,node/11036079238,8.9444406,38.7693583,0
Anfo Meda,,node/11036753217,9.0221266,38.6744385,0
Tulu Dimtu Adebabay,,node/11036769860,8.8736134,38.819824,0
Saris Abo,,node/11036769861,8.9458383,38.7659694,0
Mestawet Fabrica,,node/11036961231,8.9591869,38.7083476,0
Dil Ber,,node/11037128648,9.0713656,38.7375586,0
Mama,,node/11037149942,8.9213766,38.6466135,0
Sebeta,,node/11037149943,8.9114218,38.6221215,0
Sebeta,,node/11037149944,8.911417,38.6221242,0
Darmar,,node/11037175582,9.016409,38.7378407,0
Gefersa,,node/11037329865,9.0661154,38.6481872,0
Gefersa,,node/11037329866,9.0660074,38.6482288,0
Sansusi,,node/11037329868,9.0715555,38.6885701,0
Sansusi,,node/11037329869,9.0711639,38.6889664,0
Feli Doro,,node/11037663903,9.0353828,38.6853104,0
Wessen Michael,,node/11037663904,9.0303905,38.8387411,0
Kara,,node/11037676705,9.040725,38.8648956,0
Legetafo,,node/11037676706,9.0657241,38.8872902,0
CDC,,node/11037676707,9.0740824,38.8978149,0
CDC,,node/11037676708,9.0739767,38.8979204,0
CDC,,node/11037676709,9.0779307,38.9029293,0
MNS,,node/11037676710,9.0879289,38.9153516,0
Legedadi,,node/11037676711,9.0875762,38.9269029,0
Legedadi,,node/11037676712,9.0875612,38.9269169,0
AB007 (Unknown),,node/11037676713,9.091308,38.9363208,0
AB007 (Unknown),,node/11037676714,9.0913142,38.9364849,0
44 Mazoriya,,node/11037676715,9.0951384,38.950416,0
44 Mazoriya,,node/11037676716,9.0954356,38.951249,0
Legeberi,,node/11037676718,9.100918,38.9707925,0
Ejere,,node/11037676720,9.1050166,38.9845665,0
Dire Mazoriya,,node/11037676721,9.1088419,38.9858612,0
Dire Mazoriya,,node/11037676722,9.1090753,38.9859133,0
AB007 (Unknown),,node/11037676724,9.1440476,39.0122379,0
Sendafa,,node/11037676725,9.1496399,39.0183309,0
Sendafa,,node/11037676726,9.1496263,39.018355,0
Sendafa,,node/11037676727,9.152171,39.0244897,0
Sendafa,,node/11037676728,9.1521517,39.0244943,0
AB007 (Unknown),,node/11037676729,9.1578674,39.0302807,0
AB007 (Unknown),,node/11037676730,9.1574422,39.0299296,0
AB007 (Unknown),,node/11037676731,9.1592362,39.0456183,0
AB007 (Unknown),,node/11037676732,9.1590866,39.046121,0
AB007 (Unknown),,node/11037676734,9.1604945,39.0558246,0
